,text
727,"Bhai mujhe Import karne mei problem a rhi h apne MAcbook mei, Please help"
728,from&gt;where&gt;group by&gt;having&gt;select&gt;order by&gt;limit
729,Can I know as which software r u using for recording videos. Waiting for your kind reply
730,"I like how effectively everything was described in Hindi. Despite the fact that everyone can speak and comprehend English, studying in your mother tongue is more relatable. I want to thank you for sharing your  expertise with me since it motivated me to become a data analyst."
731,Sir please bring course for computer 12 class computer
732,"SELECT MODE,COUNT(AMOUNT) AS NUMBERS FROM PAYMENT<br>WHERE  AMOUNT &gt;=2<br>GROUP BY  MODE<br>HAVING COUNT(AMOUNT) &lt;4<br>ORDER BY NUMBERS ASC<br>LIMIT 2"
733,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1411"">23:31</a> sir numeric or integer ma kya difference hai??"
734,very good
735,Select <br> from <br>where <br>group by <br>order by <br>having <br>limit
736,Where is slide link?
737,"time slot in <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1605"">26:45</a> me name or city me jo upar , nahi ara , kaise laye ye ,"
738,I have my interview tomorrow. . Started this video yesterday and have almost revised everything.  Thank you so much ☺
739,"insert into payment (customer_id,amount,mode,payment_date)<br>from C:&#39;\Users\akshi\Downloads\payment.csv&#39;<br>delimeter&#39;,&#39;<br>csv header;<br><br>error showing= Msg 156, Level 15, State 1, Line 25<br>Incorrect syntax near the keyword &#39;from&#39;.<br><br>Completion time: 2023-08-03T<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=74402"">20:40:02</a>.6155637-<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=300"">05:00</a>"
740,Assignment 1: Correct Sequence<br>SELECT<br>FROM<br>LIMIT<br>WHERE<br>GROUP BY<br>HAVING<br>ORDER BY
741,"Assignment of window function: select new_id, lead(new_id,2) over(order by new_id) as &quot;Lead&quot;,<br>lag(new_id,2) over(order by new_id) as &quot;Lag&quot;<br>from test_data3;"
742,bhai jyada accha  nhi lgi meko especially join section
743,you think at a different level Rishabh bro @self_join !!
744,"Select, from, where, limit, group by, having,order by"
745,2.5 hours me SQL samaj jati he kya?
746,"Fantastic tutorial , I watched it once and now watching it again after installation and will be practicing now. I hope you do good and would like to thank you for the fantastic working"
747,very clean and well explained bro .First time i  have watched all the video never got bored
748,"i have one question ,when we add a column using alter table ...how to insert values ?"
749,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/NvgfY9aeC_OFvOMPkrOAsAM""></a>"
750,phone no column banana hai exist table me but uska data null aa rha hai kya krre oe wo change bhi nhiho rha
751,We want to your note
752,"hello sir , i am facing problem with inserting values in the table. eg column &quot;name&quot; of relation &quot;table name&quot; does not exist. please help"
753,STARTING ON 2 AUGUST 2023 TIME: 3:13 PM
754,"Hi, try writing column names in double quotes,<br> INSERT INTO customer<br>( &quot;ID&quot;, &quot;Name&quot;, &quot;Age&quot;, &quot;City&quot;, &quot;Salary&quot;)<br>VALUES(  );<br>This is how it works for me."
755,"Hello Sir, Sir kya ap ake video bana saqta hai ma jab data table ma add karta hu tu muja ya error data  hai (ERROR:  relation &quot;customer&quot; does not exist<br>LINE 1: INSERT INTO Customer)"
756,"Just now watching this amazing skills new subscriber, I love the content ❤"
757,Hey Rishab I have completed this whole video really amazing thanks bro one question from you as a beginning is this whole video enough right to get job?
758,I have no words for you.  <br>Thank  you so much for this wonderful video.<br>cleared my all doubts.
759,"Very helpful, everything is so nicely explained, u find very less people who explain such subject wd such ease in hindi, thank you Rishabh, not able to download the ppt though, please guide me!"
760,What does numeric represent in datatype
761,Assignment 1:- select &lt; from &lt; where &lt; group by &lt; having &lt; order by &lt; limit;
762,"HI i have an doubt in sql query :- <br>There is a fee for holding a credit card which you have to pay every month. The cost you are charged each month is 5. However, you are not charged for a given month if you made at least three credit card payments for a total cost of at least 100 within that month. Note that this fee is not included in the supplied history of transactions.<br><br>At the beginning of the year, the balance of your account was 0. Your task is to compute the balance at the end of the year,<br><br>You are given a table transactions with the following structure:<br><br>create table transactions (<br><br>amount integer not null,<br><br>date date not null<br><br>);<br><br>Each row of the table contains information about a single transaction: the amount of money (amount) and the date when the transaction happened (date). If the amount value is negative, it is a credit card payment. Otherwise, it is an incoming transfer. There are no transactions with an amount of 0.<br><br>Write an SQL query that returns a table containing one column, balance. The table should contain one row with the total balance of your account at the end of the year, including the fee for holding a credit card.<br><br>Examples:<br><br>1. Given table:<br><br>amount date<br><br>-200	2020-10-10<br>-75	2020-01-20<br>-75	2020-03-12<br>-50	2020-03-17<br>-20	2020-03-15<br>-10	2020-01-14<br>-5	2020-01-25<br>-4	2020-01-29<br>40	2020-03-15<br>200	2020-10-10<br>1000	2020-01-06<br>2000	2020-03-10<br><br>your query should return: 2746<br><br>and my query is :-CREATE TABLE transactions  (Amount INTEGER, Date date);<br><br>INSERT INTO transactions  (Amount, Date) VALUES<br>  (&#39;1000&#39;, &#39;2020-01-06&#39;),<br>  (&#39;-10&#39;, &#39;2020-01-14&#39;),<br>  (&#39;-75&#39;, &#39;2020-01-20&#39;),<br>  (&#39;-5&#39;, &#39;2020-01-25&#39;),<br>  (&#39;-4&#39;, &#39;2020-01-29&#39;),<br>  (&#39;2000&#39;, &#39;2020-03-10&#39;),<br>  (&#39;-75&#39;, &#39;2020-03-12&#39;),<br>  (&#39;-20&#39;, &#39;2020-03-15&#39;),<br>  (&#39;40&#39;, &#39;2020-03-15&#39;),<br>  (&#39;-50&#39;, &#39;2020-03-17&#39;),<br>  (&#39;200&#39;, &#39;2020-10-10&#39;),<br>  (&#39;-200&#39;, &#39;2020-10-10&#39;);<br><br>SELECT * FROM transactions<br>    WITH fees AS (<br>		SELECT EXTRACT(MONTH FROM date) AS month, EXTRACT(YEAR FROM date) AS year<br>FROM transactions<br>GROUP BY month, year<br>HAVING SUM(CASE WHEN amount &lt; 0 THEN amount ELSE 0 END) &gt; -100 AND COUNT(CASE WHEN amount &lt; 0 THEN 1 ELSE 0 END) &gt;= 3<br>)SELECT SUM(amount)- (SELECT COUNT(*) *5 FROM fees) AS balance<br>	FROM transactions;<br><br><br>but my result is 2796"
763,"from, where, group by, having, select, order by, limit"
764,Assignment Ans:  Sequence to use SQL Statements ..........<br>Select &gt; From &gt; Where &gt; Group By &gt; Having &gt; Order By &gt; Limit
765,"Hi Rishabh, Everytime when i am using ALTER Function to add column always getting this error in POSTGRESQL <br>&quot;<br>ALTER TABLE payment<br>ADD COLUMN customerid<br><br><br>ERROR:  syntax error at end of input<br>LINE 2: ADD COLUMN customerid &quot;<br>Let me know what i am doing wrong here"
766,Great effort sir. I am non IT background and start learning today. Please guide me how to install SQL?
767,Very good explanation and simple language
768,"Hi Rishabh , when you created a new table with the help code table name was as you gave  , But when you created a table with help mouse click why it&#39;s displaying as PUBLIC.cust , just it should be cust right even u created with mouse as well ."
769,"Hello sir, my query is which database you used in this course like MySQL,MSSQL,oracle.."
770,please can you suggest me about how can i install  SQL in windows 10?
771,there is a problem order by custid in asc
772,"Oder of execution in SQL : FROM, WHERE, GROUP BY, HAVING, SELECT, ORDER BY, LIMIT"
773,"As a new learner, this is incredibly helpful"
774,Great course explanation 👏👏Thank you!
775,"I am unable to write properly Select query with full syntax but this course is helpful, I am working as SAP ABAP consultant , ABAP is basically SQL Queries to fetch data from the database dictionary."
776,Select from where group by having order by limit
777,hi rishbabh....awesome vedio provide to u for basic study to sql..thank u
778,Sir why concat and limit functions are not working
779,👍👍
780,"started this course on 28/7/23 amazing liking it and undertanding it , thanks a lot"
781,"Sir,  Is SQL a programming language???🙄🤔"
782,"Bhai i just wanted to know if someone is fully beginner and want to pursue carrer in data analytics what you will suggest to know first is it execel to advance, SQL , python?"
783,Rishabh bhai apki Linked id share kr skty ho😊
784,Hello.. After enter a new column by alter table query how to put values into them?
785,"Hi Rishabh, can you tell me where I can find free servers where I can write the queries as you explain them and also do the same for practice."
786,"the way you explain is fantastic , kudos for the effort you are putting . much better content compared to many paid courses , looking forward for more videos on IT subjects"
787,"Hi Sir , here we are learning sql in postgresql ,so is it different from mysql ? DO we have to learn mysql differently too ? please advice"
788,"Are the column names  not case sensitives when inserting data. @ <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1620"">27:00</a>. Thanks in advance..."
789,Select * from table where condition group by column having conditions order by asc limit 5;
790,bhai abhi sirf 10 min hi howye video dekhty howye....bro i salute. what a clearity of explanation. Salute your effort bro. Best work !
791,"Can you please provide a video on performance tuning, procedures, functions, partitions etc.."
792,Awesome video..any layman can understand the SQL the way you are explaining. Thank you so much for this video!!
793,sql was always scary for me. thanks for the video. i absorbed 90% at once and it made me interested in sql aswell
794,"Hi Bhaiyya At <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=620"">10:20</a>, Can you tell me how you made this diagram?"
795,"1 select<br>2 from<br>3 where<br>4 group by <br>5 having<br>6 order by<br>7 limit<br><a href=""UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw""></a>"
796,Great Bro Very nice work...❤
797,Please share 1st assignment mujhe comment me groupby aur having ke bad ki assignment nhi mil rhi hai
798,Thank you for being an exceptional instructor and for sharing your knowledge with such enthusiasm.
799,good job!!!!!
800,"Fantastic explanation Rishabh, I am new to SQL and went from Chapter 1-3..Your explanation is very crisp and easy to understand. Keep it up. I have subscribed to channel"
801,Union m agr maran mohan m different values ho tho
802,Bhiya 41 minute me CSV file mere me failed to import dikha rha hi
803,Thnksfull sir for the SQL till  now and your best performance  and my consept is very good clearly  you
804,sequance of execution of sql <br>1&gt; From<br>2&gt; Where <br>3&gt; Group by<br>4&gt; Having<br>5&gt; select <br>6&gt; order by
805,Thank you Brother for this video and other videos......all these are very helpful...❤
806,"Hi sir , which sql platform i  need to download to practise the sql ?"
807,If I execute insert value than show me ERROR: syntax error at end of input<br>Line 2:<br>SQL state:42601
